iter	Passed	Remaining
472	161757	820757
473	162079	820313
474	162406	819897
475	162822	819926
476	163152	819522
477	163538	819403
478	163884	819080
479	164288	819044
480	164670	818903
481	165051	818751
482	165428	818578
483	165751	818140
484	166092	817792
485	166437	817459
486	166747	816960
487	167059	816468
488	167371	815977
489	167686	815504
490	168033	815186
491	168360	814767
492	168662	814231
493	168997	813856
494	169322	813429
495	169631	812933
496	169951	812484
497	170267	812019
498	170571	811494
499	170883	811013
500	171200	810554
501	171568	810335
502	171915	810018
503	172283	809799
504	172620	809436
505	172934	808962
506	173323	808840
507	173700	808665
508	174022	808230
509	174356	807853
510	174712	807573
511	175110	807490
512	175439	807087
513	175760	806650
514	176103	806312
515	176466	806069
516	176804	805710
517	177175	805500
518	177520	805168
519	177878	804900
520	178249	804686
521	178623	804488
522	178971	804175
523	179364	804059
524	179792	804100
525	180211	804100
526	180578	803864
527	180948	803644
528	181336	803502
529	181802	803704
530	182292	804007
531	182680	803863
532	183055	803656
533	183437	803482
534	183786	803164
535	184163	802968
536	184528	802717
537	184831	802197
538	185183	801889
539	185549	801644
540	185916	801397
541	186322	801322
542	186705	801147
543	187074	800911
544	187451	800710
545	187794	800363
546	188166	800138
547	188571	800054
548	188943	799827
549	189272	799416
550	189671	799303
551	190058	799139
552	190447	798983
553	190813	798728
554	191148	798346
555	191520	798115
556	191877	797824
557	192326	797915
558	192687	797637
559	193041	797330
560	193384	796977
561	193742	796688
562	194122	796488
563	194507	796307
564	194870	796037
565	195261	795881
566	195641	795679
567	196014	795447
568	196399	795263
569	196762	794988
570	197109	794652
571	197473	794381
572	197870	794242
573	198405	794660
574	198866	794776
575	199234	794515
576	199547	794038
577	199870	793601
578	200214	793251
579	200564	792922
580	200925	792634
581	201230	792129
582	201545	791664
583	201870	791235
584	202238	790976
585	202570	790576
586	202871	790058
587	203193	789621
588	203551	789323
589	203878	788906
590	204204	788486
591	204536	788088
592	204881	787741
593	205224	787385
594	205568	787034
595	205924	786727
596	206264	786360
597	206594	785955
598	206967	785716
599	207325	785417
600	207644	784973
601	207955	784495
602	208301	784152
603	208621	783712
604	208963	783354
605	209368	783231
606	209755	783042
607	210064	782558
608	210386	782127
609	210698	781655
610	211004	781167
611	211327	780738
612	211610	780163
613	211932	779733
614	212247	779276
615	212566	778833
616	212896	778433
617	213282	778239
618	213588	777750
619	213914	777336
620	214293	777116
621	214627	776730
622	214999	776481
623	215404	776354
624	215799	776188
625	216252	776228
626	216657	776096
627	217031	775854
628	217435	775714
629	217830	775545
630	218238	775421
631	218632	775247
632	219022	775056
633	219448	774994
634	219846	774827
635	220228	774609
636	220629	774454
637	221074	774452
638	221480	774315
639	221852	774058
640	222200	773714
641	222515	773258
642	222829	772797
643	223148	772358
644	223464	771906
645	223824	771606
646	224212	771402
647	224564	771075
648	224892	770663
649	225274	770439
650	225627	770115
651	225983	769798
652	226327	769443
653	226656	769038
654	227001	768686
655	227371	768418
656	227706	768032
657	228068	767739
658	228394	767323
659	228726	766926
660	229076	766593
661	229434	766282
662	229783	765944
663	230155	765684
664	230533	765441
665	230859	765024
666	231273	764902
667	231692	764794
668	232027	764409
669	232431	764247
670	232807	763996
671	233147	763626
672	233519	763360
673	233903	763136
674	234316	763003
675	234706	762794
676	235108	762627
677	235496	762411
678	235838	762048
679	236212	761784
680	236601	761573
681	236964	761275
682	237311	760924
683	237637	760508
684	237970	760116
685	238301	759716
686	238606	759234
687	238951	758878
688	239293	758516
689	239639	758163
690	239961	757736
691	240301	757365
692	240640	756994
693	240990	756653
694	241401	756508
695	241808	756347
696	242195	756123
697	242638	756071
698	243041	755897
699	243404	755596
700	243745	755229
701	244084	754853
702	244417	754459
703	244737	754027
704	245055	753587
705	245424	753307
706	245757	752916
707	246058	752424
708	246409	752088
709	246728	751652
710	247049	751225
711	247406	750907
712	247849	750848
713	248196	750499
714	248542	750146
715	248882	749776
716	249208	749363
717	249546	748986
718	249926	748737
719	250263	748356
720	250598	747971
721	250925	747562
722	251264	747191
723	251613	746846
724	251956	746486
725	252302	746133
726	252685	745891
727	253024	745518
728	253372	745171
729	253692	744743
730	254006	744296
731	254319	743849
732	254638	743420
733	254944	742951
734	255304	742639
735	255653	742298
736	255983	741899
737	256323	741530
738	256669	741180
739	257002	740793
740	257342	740422
741	257667	740013
742	257992	739600
743	258279	739081
744	258602	738666
745	258906	738195
746	259204	737708
747	259562	737394
748	259895	737007
749	260223	736606
750	260569	736256
751	260942	735983
752	261277	735602
753	261597	735178
754	261861	734599
755	262202	734235
756	262564	733931
757	262886	733516
758	263200	733076
759	263511	732630
760	263832	732211
761	264133	731739
762	264475	731379
763	264814	731012
764	265120	730553
765	265453	730170
766	265782	729774
767	266119	729404
768	266473	729076
769	266740	728513
770	267062	728100
771	267432	727818
772	267823	727593
773	268200	727329
774	268546	726981
775	268890	726628
776	269215	726222
777	269584	725936
778	269917	725554
779	270285	725266
780	270690	725076
781	271029	724708
782	271408	724448
783	271736	724052
784	272047	723611
785	272403	723289
786	272783	723030
787	273146	722728
788	273509	722426
789	273846	722052
790	274213	721760
791	274587	721485
792	274886	721012
793	275232	720664
794	275577	720314
795	275890	719880
796	276222	719494
797	276561	719129
798	276930	718839
799	277265	718463
800	277651	718219
801	278056	718024
802	278400	717669
803	278730	717280
804	279113	717025
805	279473	716713
806	279785	716277
807	280093	715832
808	280433	715468
809	280781	715127
810	281152	714842
811	281546	714616
812	281916	714326
813	282257	713966
814	282652	713740
815	282990	713371
816	283301	712934
817	283660	712618
818	283972	712186
819	284308	711811
820	284628	711398
821	284945	710978
822	285255	710538
823	285593	710171
824	285948	709845
825	286294	709496
826	286676	709238
827	287045	708946
828	287395	708609
829	287711	708186
830	288022	707752
831	288361	707387
832	288679	706971
833	288998	706555
834	289314	706136
835	289623	705697
836	289955	705317
837	290275	704906
838	290643	704611
839	290988	704262
840	291297	703825
841	291597	703365
842	291899	702913
843	292259	702601
844	292664	702395
845	293110	702286
846	293523	702099
847	293887	701796
848	294227	701433
849	294596	701139
850	294939	700783
851	295283	700431
852	295583	699975
853	295871	699490
854	296203	699109
855	296569	698810
856	296869	698352
857	297204	697981
858	297533	697593
859	297840	697153
860	298132	696680
861	298469	696312
862	298755	695826
863	299099	695475
864	299451	695143
865	299776	694748
866	300078	694300
867	300413	693928
868	300754	693569
869	301097	693216
870	301488	692972
871	301882	692737
872	302272	692491
873	302742	692427
874	303164	692254
875	303501	691886
876	303819	691475
877	304154	691102
878	304534	690833
879	304882	690489
880	305203	690084
881	305511	689651
882	305831	689245
883	306147	688831
884	306467	688427
885	306771	687984
886	307096	687590
887	307434	687226
888	307741	686792
889	308080	686432
890	308441	686117
891	308794	685785
892	309093	685335
893	309430	684970
894	309755	684577
895	310191	684428
896	310525	684056
897	310817	683591
898	311152	683220
899	311512	682904
900	311857	682556
901	312244	682299
902	312580	681931
903	312905	681538
904	313205	681093
905	313564	680775
906	313918	680446
907	314255	680078
908	314582	679693
909	314869	679219
910	315189	678816
911	315541	678482
912	315848	678054
913	316158	677630
914	316470	677212
915	316779	676787
916	317090	676368
917	317426	676001
918	317733	675571
919	318049	675164
920	318365	674754
921	318705	674396
922	319054	674057
923	319360	673628
924	319700	673272
925	320044	672922
926	320375	672547
927	320711	672180
928	321062	671846
929	321412	671509
930	321682	671006
931	321999	670601
932	322361	670291
933	322706	669944
934	323034	669562
935	323327	669107
936	323638	668692
937	323910	668194
938	324187	667709
939	324507	667311
940	324825	666911
941	325157	666538
942	325585	666363
943	325902	665960
944	326228	665574
945	326555	665193
946	326867	664779
947	327192	664393
948	327529	664033
949	327854	663646
950	328168	663238
951	328490	662846
952	328834	662499
953	329160	662117
954	329541	661843
955	329870	661466
956	330181	661052
957	330561	660777
958	330928	660476
959	331213	660012
960	331524	659599
961	331834	659185
962	332172	658826
963	332508	658463
964	332824	658061
965	333175	657728
966	333540	657423
967	333856	657021
968	334197	656669
969	334544	656328
970	334902	656009
971	335227	655625
972	335586	655308
973	335895	654892
974	336241	654549
975	336577	654187
976	336902	653804
977	337247	653461
978	337609	653148
979	337936	652768
980	338246	652357
981	338628	652084
982	338985	651761
983	339300	651359
984	339615	650957
985	339959	650612
986	340291	650243
987	340608	649844
988	340949	649493
989	341275	649113
990	341621	648771
991	342027	648542
992	342601	648631
993	342961	648314
994	343339	648031
995	343838	647976
996	344309	647867
997	344680	647570
998	345031	647236
999	345390	646916
1000	345781	646655
1001	346074	646213
1002	346395	645822
1003	346741	645478
1004	347073	645107
1005	347414	644753
1006	347771	644430
1007	348136	644121
1008	348478	643769
1009	348780	643344
1010	349104	642959
1011	349419	642558
1012	349709	642111
1013	350024	641710
1014	350338	641310
1015	350712	641016
1016	351077	640707
1017	351469	640447
1018	351872	640207
1019	352227	639880
1020	352565	639522
1021	352882	639124
1022	353229	638782
1023	353560	638410
1024	353879	638018
1025	354224	637672
1026	354504	637211
1027	354812	636799
1028	355147	636435
1029	355540	636175
1030	355875	635812
1031	356203	635437
1032	356555	635102
1033	356880	634721
1034	357236	634396
1035	357577	634043
1036	357935	633722
1037	358254	633330
1038	358678	633124
1039	359033	632797
1040	359380	632454
1041	359775	632196
1042	360105	631824
1043	360459	631494
1044	360789	631123
1045	361129	630768
1046	361561	630573
1047	361968	630336
1048	362337	630031
1049	362699	629716
1050	363056	629390
1051	363363	628978
1052	363691	628602
1053	364022	628233
1054	364374	627898
1055	364744	627595
1056	365092	627254
1057	365421	626880
1058	365768	626538
1059	366117	626199
1060	366470	625866
1061	366843	625568
1062	367210	625260
1063	367571	624940
1064	367935	624625
1065	368265	624254
1066	368615	623916
1067	368946	623546
1068	369301	623217
1069	369674	622919
1070	370035	622600
1071	370365	622227
1072	370844	622106
1073	371341	622013
1074	371742	621760
1075	372104	621442
1076	372508	621192
1077	372940	620990
1078	373321	620703
1079	373687	620390
1080	374029	620038
1081	374352	619654
1082	374723	619349
1083	375073	619009
1084	375464	618737
1085	375762	618312
1086	376125	617993
1087	376482	617666
1088	376823	617312
1089	377185	616991
1090	377555	616685
1091	377934	616392
1092	378257	616009
1093	378634	615713
1094	378998	615397
1095	379373	615097
1096	379740	614785
1097	380093	614449
1098	380451	614123
1099	380844	613852
1100	381308	613695
1101	381904	613750
1102	382366	613588
1103	382840	613445
1104	383514	613622
1105	384291	613963
1106	384875	613993
1107	385247	613683
1108	385747	613578
1109	386183	613370
1110	386632	613183
1111	387039	612928
1112	387414	612622
1113	387833	612387
1114	388259	612162
1115	388722	611994
1116	389181	611820
1117	389627	611624
1118	389995	611307
1119	390337	610947
1120	390723	610658
1121	391091	610340
1122	391436	609986
1123	391779	609627
1124	392125	609275
1125	392496	608962
1126	392857	608632
1127	393181	608246
1128	393560	607944
1129	393939	607642
1130	394297	607308
1131	394697	607039
1132	395098	606771
1133	395455	606434
1134	395836	606135
1135	396198	605806
1136	396550	605463
1137	396887	605096
1138	397261	604786
1139	397634	604474
1140	397970	604105
1141	398347	603800
1142	398772	603566
1143	399112	603203
1144	399477	602880
1145	399825	602530
1146	400165	602167
1147	400552	601875
1148	400885	601502
1149	401243	601167
1150	401610	600844
1151	401963	600503
1152	402337	600190
1153	402719	599891
1154	403077	599555
1155	403429	599211
1156	403770	598850
1157	404215	598644
1158	404626	598386
1159	404966	598023
1160	405297	597647
1161	405697	597373
1162	406071	597061
1163	406416	596706
1164	406760	596348
1165	407127	596026
1166	407499	595710
1167	407835	595341
1168	408205	595022
1169	408573	594701
1170	408931	594364
1171	409276	594009
1172	409679	593738
1173	410030	593391
1174	410419	593100
1175	410837	592849
1176	411219	592548
1177	411571	592201
1178	411905	591830
1179	412228	591443
1180	412643	591188
1181	413013	590867
1182	413355	590507
1183	413724	590186
1184	414069	589830
1185	414461	589542
1186	414825	589212
1187	415189	588883
1188	415577	588589
1189	415870	588159
1190	416253	587857
1191	416630	587546
1192	416996	587220
1193	417360	586891
1194	417771	586628
1195	418190	586375
1196	418605	586117
1197	418962	585778
1198	419330	585453
1199	419733	585178
1200	420098	584850
1201	420491	584560
1202	420824	584186
1203	421183	583849
1204	421645	583655
1205	422018	583336
1206	422373	582994
1207	422722	582643
1208	423081	582306
1209	423428	581951
1210	423771	581592
1211	424106	581221
1212	424451	580865
1213	424790	580500
1214	425143	580154
1215	425496	579809
1216	425861	579479
1217	426270	579209
1218	426736	579016
1219	427161	578769
1220	427578	578509
1221	427944	578180
1222	428279	577810
1223	428673	577517
1224	429028	577174
1225	429384	576832
1226	429735	576482
1227	430060	576098
1228	430447	575797
1229	430843	575508
1230	431206	575175
1231	431587	574865
1232	431928	574503
1233	432292	574171
1234	432705	573904
1235	433216	573766
1236	433625	573493
1237	433988	573159
1238	434368	572847
1239	434796	572598
1240	435179	572290
1241	435538	571951
1242	435879	571587
1243	436214	571216
1244	436576	570880
1245	436941	570548
1246	437304	570214
1247	437694	569914
1248	438054	569575
1249	438378	569190
1250	438737	568851
1251	439075	568483
1252	439421	568127
1253	439821	567840
1254	440190	567512
1255	440543	567165
1256	440904	566827
1257	441304	566539
1258	441753	566314
1259	442120	565983
1260	442463	565623
1261	442835	565299
1262	443200	564966
1263	443568	564637
1264	443900	564262
1265	444216	563867
1266	444566	563514
1267	444886	563125
1268	445236	562772
1269	445601	562440
1270	445924	562054
1271	446280	561709
1272	446671	561409
1273	447012	561045
1274	447373	560708
1275	447774	560419
1276	448196	560157
1277	448608	559883
1278	448943	559512
1279	449305	559174
1280	449680	558853
1281	450029	558500
1282	450368	558133
1283	450739	557807
1284	451065	557425
1285	451429	557090
1286	451826	556796
1287	452177	556445
1288	452564	556138
1289	452950	555830
1290	453305	555483
1291	453680	555161
1292	454027	554805
1293	454411	554494
1294	454820	554213
1295	455204	553902
1296	455547	553541
1297	455868	553153
1298	456222	552805
1299	456593	552478
1300	456953	552137
1301	457310	551792
1302	457644	551421
1303	457958	551025
1304	458277	550635
1305	458711	550383
1306	459088	550063
1307	459462	549739
1308	459807	549379
1309	460102	548961
1310	460464	548623
1311	460835	548295
1312	461204	547965
1313	461547	547604
1314	461881	547233
1315	462265	546920
1316	462716	546686
1317	463049	546314
1318	463386	545945
1319	463792	545659
1320	464156	545322
1321	464499	544961
1322	464833	544589
1323	465191	544245
1324	465532	543882
1325	465912	543565
1326	466295	543249
1327	466677	542933
1328	467039	542595
1329	467405	542261
1330	467780	541936
1331	468129	541582
1332	468562	541325
1333	468949	541014
1334	469367	540739
1335	469737	540408
1336	470055	540018
1337	470447	539713
1338	470848	539418
1339	471280	539159
1340	471715	538902
1341	472089	538576
1342	472436	538218
1343	472892	537985
1344	473248	537638
1345	473676	537373
1346	474091	537092
1347	474493	536797
1348	474892	536498
1349	475340	536254
1350	475805	536029
1351	476223	535751
1352	476596	535422
1353	477021	535152
1354	477404	534834
1355	477735	534457
1356	478126	534149
1357	478574	533903
1358	478887	533506
1359	479310	533233
1360	479749	532976
1361	480260	532799
1362	480914	532781
1363	481362	532533
1364	481857	532337
1365	482251	532029
1366	482909	532012
1367	483606	532038
1368	484573	532358
1369	485317	532432
1370	486147	532599
1371	487108	532908
1372	487967	533103
1373	488607	533058
1374	489278	533047
1375	489839	532914
1376	490314	532687
1377	490897	532577
1378	491443	532426
1379	491932	532214
1380	492430	532010
1381	492950	531829
1382	493375	531547
1383	493821	531286
1384	494223	530978
1385	494874	530936
1386	495789	531177
1387	496650	531358
1388	497306	531319
1389	497985	531303
1390	498638	531259
1391	499207	531125
1392	499766	530979
1393	500314	530821
1394	500981	530788
1395	501626	530732
1396	502083	530475
1397	502584	530265
1398	503135	530108
1399	503589	529847
1400	504015	529557
1401	504467	529295
1402	504953	529067
1403	505482	528884
1404	506008	528697
1405	506498	528473
1406	506942	528199
1407	507438	527981
1408	508040	527871
1409	508913	528043
1410	509417	527830
1411	509897	527592
1412	510357	527332
1413	510873	527132
1414	511265	526802
1415	511922	526745
1416	512956	527074
1417	514240	527658
1418	514947	527648
1419	515895	527884
1420	516736	528009
1421	517622	528178
1422	519116	528965
1423	520400	529537
1424	521478	529895
1425	522027	529715
1426	522516	529474
1427	523061	529288
1428	523600	529096
1429	524110	528875
1430	524654	528687
1431	525184	528485
1432	525772	528340
1433	526290	528125
1434	526728	527829
1435	527195	527562
1436	527646	527279
1437	528143	527041
1438	528673	526836
1439	529471	526897
1440	530027	526717
1441	530544	526497
1442	531067	526283
1443	531761	526237
1444	532191	525930
1445	532640	525641
1446	533143	525405
1447	533609	525133
1448	534068	524854
1449	534524	524571
1450	535059	524365
1451	535514	524081
1452	535980	523807
1453	536420	523507
1454	536899	523246
1455	537350	522957
1456	537886	522749
1457	538413	522534
1458	538935	522313
1459	539406	522041
1460	539876	521769
1461	540326	521478
1462	540910	521314
1463	541449	521108
1464	541896	520812
1465	542439	520608
1466	542946	520370
1467	543422	520100
1468	544014	519942
1469	544517	519699
1470	545149	519578
1471	545750	519426
1472	546322	519247
1473	546928	519099
1474	547504	518923
1475	548148	518809
1476	548848	518749
1477	549457	518601
1478	550085	518471
1479	550629	518261
1480	551424	518286
1481	552165	518260
1482	552886	518215
1483	553511	518077
1484	554062	517871
1485	554583	517636
1486	555079	517377
1487	555535	517080
1488	556024	516815
1489	556437	516478
1490	556979	516261
1491	557550	516070
1492	558203	515955
1493	558814	515800
1494	559430	515649
1495	559804	515274
1496	560501	515197
1497	561088	515017
1498	561716	514875
1499	562447	514827
1500	562933	514553
1501	563496	514350
1502	564159	514236
1503	564629	513947
1504	565202	513751
1505	565667	513457
1506	566370	513378
1507	566987	513221
1508	568106	513517
1509	568904	513520
1510	569601	513433
1511	570251	513301
1512	570854	513127
1513	571441	512938
1514	572265	512961
1515	573157	513044
1516	573860	512956
1517	574505	512816
1518	575266	512778
1519	576077	512785
1520	576990	512880
1521	578805	513775
1522	579736	513883
1523	580331	513692
1524	580819	513406
1525	581476	513269
1526	582381	513350
1527	583241	513389
1528	584559	513831
1529	585336	513795
1530	585782	513468
1531	586391	513283
1532	586934	513040
1533	587436	512761
1534	588101	512625
1535	589096	512774
1536	589997	512840
1537	591032	513022
1538	592036	513175
1539	592930	513231
1540	594079	513506
1541	594957	513545
1542	595860	513605
1543	596912	513793
1544	597795	513832
1545	599239	514353
1546	600418	514644
1547	601533	514878
1548	602636	515100
1549	603626	515224
1550	604595	515328
1551	605298	515205
1552	605911	515005
1553	606566	514839
1554	607147	514610
1555	607827	514465
1556	608711	514492
1557	609449	514394
1558	610232	514333
1559	610992	514251
1560	611662	514094
1561	612219	513841
1562	612969	513749
1563	613994	513886
1564	614664	513725
1565	615203	513455
1566	615701	513150
1567	616216	512858
1568	616774	512602
1569	617243	512272
1570	617921	512115
1571	618475	511855
1572	618958	511535
1573	619528	511287
1574	620040	510991
1575	620656	510781
1576	621126	510450
1577	621729	510227
1578	622241	509930
1579	622804	509675
1580	623415	509457
1581	623941	509171
1582	624485	508898
1583	625021	508619
1584	625595	508370
1585	626151	508106
1586	626737	507866
1587	627245	507563
1588	627706	507221
1589	628145	506862
1590	628617	506528
1591	629092	506198
1592	629608	505900
1593	630070	505558
1594	630631	505295
1595	631134	504986
1596	631704	504730
1597	632248	504453
1598	632787	504172
1599	633234	503817
1600	633828	503578
1601	634367	503296
1602	634873	502987
1603	635439	502726
1604	635881	502366
1605	636306	501992
1606	636861	501721
1607	637271	501335
1608	637748	501003
1609	638261	500698
1610	638779	500397
1611	639244	500053
1612	639723	499722
1613	640236	499416
1614	640704	499074
1615	641229	498778
1616	641743	498472
1617	642246	498157
1618	642770	497859
1619	643210	497495
1620	643701	497171
1621	644150	496814
1622	644610	496465
1623	644980	496047
1624	645515	495756
1625	645942	495381
1626	646372	495009
1627	646849	494673
1628	647333	494341
1629	647772	493976
1630	648228	493623
1631	648687	493272
1632	649149	492924
1633	649637	492595
1634	650082	492233
1635	650551	491889
1636	651021	491546
1637	651580	491271
1638	652022	490906
1639	652529	490591
1640	653028	490268
1641	653530	489948
1642	653962	489576
1643	654413	489218
1644	654890	488878
1645	655355	488530
1646	655841	488197
1647	656302	487845
1648	656726	487467
1649	657177	487107
1650	657661	486773
1651	658147	486439
1652	658680	486140
1653	659124	485775
1654	659689	485499
1655	660143	485141
1656	660588	484776
1657	661029	484409
1658	661481	484049
1659	661850	483629
1660	662310	483275
