iter	Passed	Remaining
1661	662788	482934
1662	663184	482533
1663	663657	482188
1664	664185	481883
1665	664696	481566
1666	665181	481229
1667	665749	480952
1668	666240	480618
1669	666731	480286
1670	667162	479909
1671	667591	479531
1672	668058	479181
1673	668557	478853
1674	669020	478499
1675	669509	478163
1676	670023	477846
1677	670509	477508
1678	671019	477186
1679	671442	476804
1680	671954	476483
1681	672398	476115
1682	672878	475772
1683	673313	475397
1684	673775	475041
1685	674300	474730
1686	674747	474363
1687	675155	473968
1688	675611	473608
1689	676103	473272
1690	676536	472895
1691	677079	472594
1692	677483	472197
1693	677957	471848
1694	678371	471458
1695	678866	471123
1696	679292	470741
1697	679756	470385
1698	680242	470043
1699	680735	469707
1700	681212	469360
1701	681985	469215
1702	682566	468938
1703	683102	468630
1704	683512	468236
1705	684082	467950
1706	684574	467611
1707	685108	467301
1708	685551	466929
1709	686012	466568
1710	686386	466148
1711	686944	465854
1712	687488	465549
1713	688097	465288
1714	688712	465031
1715	689321	464769
1716	690087	464613
1717	690776	464404
1718	691329	464103
1719	691871	463795
1720	692269	463390
1721	692808	463079
1722	693327	462754
1723	693862	462440
1724	694440	462154
1725	694881	461777
1726	695305	461390
1727	695802	461049
1728	696390	460769
1729	696894	460434
1730	697253	460001
1731	697714	459637
1732	698268	459334
1733	698753	458985
1734	699214	458620
1735	699713	458279
1736	700336	458020
1737	700832	457678
1738	701254	457287
1739	701811	456984
1740	702213	456579
1741	702555	456137
1742	703016	455770
1743	703508	455424
1744	704032	455099
1745	704511	454744
1746	705100	454461
1747	705571	454100
1748	706077	453762
1749	706645	453464
1750	707122	453107
1751	707600	452751
1752	708057	452381
1753	708585	452056
1754	709034	451681
1755	709417	451263
1756	709805	450849
1757	710160	450414
1758	710609	450038
1759	710957	449599
1760	711412	449228
1761	711963	448916
1762	712438	448557
1763	712811	448133
1764	713270	447764
1765	713727	447393
1766	714169	447012
1767	714603	446627
1768	715050	446250
1769	715549	445904
1770	716212	445661
1771	716723	445323
1772	717232	444983
1773	717696	444615
1774	718182	444261
1775	718589	443858
1776	719073	443503
1777	719536	443133
1778	720012	442773
1779	720413	442366
1780	720851	441981
1781	721269	441585
1782	721750	441227
1783	722166	440829
1784	722572	440424
1785	723060	440070
1786	723423	439640
1787	723824	439233
1788	724267	438851
1789	724709	438469
1790	725209	438122
1791	725611	437715
1792	726087	437353
1793	726520	436965
1794	727012	436612
1795	727431	436215
1796	728083	435958
1797	728492	435555
1798	729081	435260
1799	729674	434966
1800	730181	434622
1801	730766	434323
1802	731164	433913
1803	731535	433487
1804	731904	433060
1805	732401	432708
1806	732887	432350
1807	733289	431943
1808	733827	431615
1809	734338	431271
1810	734790	430893
1811	735304	430550
1812	735778	430184
1813	736248	429816
1814	736743	429462
1815	737245	429112
1816	737761	428770
1817	738254	428414
1818	738698	428031
1819	739303	427740
1820	740075	427544
1821	740693	427260
1822	741316	426978
1823	742066	426769
1824	742465	426358
1825	742904	425969
1826	743388	425607
1827	743824	425216
1828	744290	424843
1829	744757	424471
1830	745292	424136
1831	745710	423735
1832	746178	423363
1833	746715	423030
1834	747136	422630
1835	747530	422216
1836	747951	421816
1837	748572	421530
1838	749065	421171
1839	749490	420773
1840	749923	420380
1841	750331	419973
1842	750807	419604
1843	751372	419285
1844	751840	418911
1845	752324	418546
1846	752838	418198
1847	753287	417813
1848	753704	417410
1849	754391	417157
1850	754824	416764
1851	755284	416385
1852	755740	416003
1853	756203	415626
1854	756618	415222
1855	757012	414807
1856	757525	414456
1857	757909	414035
1858	758346	413643
1859	758696	413203
1860	759029	412755
1861	759356	412303
1862	759769	411898
1863	760171	411487
1864	760544	411060
1865	760936	410644
1866	761390	410262
1867	761755	409830
1868	762197	409441
1869	762617	409040
1870	762967	408601
1871	763556	408290
1872	764029	407917
1873	764428	407504
1874	764842	407100
1875	765284	406710
1876	765706	406310
1877	766135	405913
1878	766518	405492
1879	766946	405094
1880	767509	404768
1881	768186	404502
1882	768823	404214
1883	769320	403852
1884	769857	403511
1885	770356	403150
1886	770917	402821
1887	771352	402427
1888	771761	402018
1889	772339	401698
1890	772789	401311
1891	773320	400965
1892	773800	400594
1893	774261	400212
1894	774692	399814
1895	775124	399418
1896	775612	399049
1897	776047	398654
1898	776457	398246
1899	776863	397836
1900	777313	397447
1901	777772	397064
1902	778228	396679
1903	778651	396277
1904	779051	395864
1905	779512	395481
1906	779901	395062
1907	780328	394662
1908	780747	394259
1909	781196	393870
1910	781766	393542
1911	782200	393145
1912	782657	392760
1913	783066	392351
1914	783545	391977
1915	784043	391612
1916	784503	391228
1917	785027	390876
1918	785521	390509
1919	785927	390098
1920	786465	389752
1921	786985	389398
1922	787380	388981
1923	787864	388608
1924	788380	388251
1925	788837	387865
1926	789401	387531
1927	790030	387229
1928	790660	386927
1929	791264	386612
1930	791771	386250
1931	792218	385857
1932	792781	385522
1933	793292	385161
1934	793793	384795
1935	794376	384468
1936	795000	384161
1937	795599	383841
1938	795990	383421
1939	796541	383079
1940	797004	382693
1941	797416	382283
1942	797802	381860
1943	798215	381451
1944	798687	381070
1945	799095	380658
1946	799513	380251
1947	799936	379846
1948	800305	379416
1949	800771	379031
1950	801244	378650
1951	801666	378245
1952	802080	377836
1953	802480	377420
1954	802880	377004
1955	803285	376591
1956	803681	376173
1957	804140	375785
1958	804563	375380
1959	804886	374929
1960	805324	374531
1961	805776	374139
1962	806189	373730
1963	806574	373307
1964	807062	372932
1965	807479	372524
1966	807871	372105
1967	808313	371709
1968	808778	371323
1969	809179	370908
1970	809612	370507
1971	810021	370095
1972	810505	369718
1973	810946	369321
1974	811384	368923
1975	811833	368529
1976	812380	368180
1977	812766	367758
1978	813169	367343
1979	813637	366958
1980	814064	366554
1981	814509	366159
1982	814932	365753
1983	815394	365365
1984	815853	364976
1985	816268	364567
1986	816686	364158
1987	817098	363748
1988	817565	363362
1989	818013	362967
1990	818430	362559
1991	818822	362139
1992	819264	361742
1993	819757	361367
1994	820185	360963
1995	820587	360548
1996	820985	360131
1997	821372	359710
1998	821772	359294
1999	822207	358893
2000	822620	358483
2001	823088	358096
2002	823536	357701
2003	824034	357328
2004	824447	356917
2005	824898	356523
2006	825342	356126
2007	825671	355680
2008	826103	355278
2009	826534	354875
2010	826921	354453
2011	827292	354025
2012	827693	353609
2013	828058	353178
2014	828486	352774
2015	828808	352326
2016	829222	351915
2017	829755	351556
2018	830205	351161
2019	830702	350786
2020	831106	350372
2021	831557	349977
2022	831985	349573
2023	832387	349158
2024	832763	348732
2025	833137	348305
2026	833555	347897
2027	833970	347487
2028	834380	347076
2029	834853	346690
2030	835235	346267
2031	835681	345870
2032	836128	345473
2033	836485	345040
2034	836883	344623
2035	837193	344170
2036	837526	343727
2037	837812	343264
2038	838181	342836
2039	838582	342421
2040	838975	342002
2041	839381	341589
2042	839846	341200
2043	840286	340801
2044	840668	340378
2045	841082	339968
2046	841522	339569
2047	842026	339195
2048	842445	338787
2049	842928	338404
2050	843353	337999
2051	843857	337625
2052	844272	337215
2053	844664	336796
2054	845036	336369
2055	845404	335941
2056	845800	335524
2057	846287	335142
2058	846744	334749
2059	847133	334329
2060	847557	333923
2061	847942	333502
2062	848327	333080
2063	848724	332663
2064	849133	332251
2065	849537	331837
2066	849958	331430
2067	850389	331026
2068	850850	330635
2069	851309	330242
2070	851787	329856
2071	852175	329436
2072	852606	329032
2073	853020	328622
2074	853453	328219
2075	853952	327842
2076	854374	327434
2077	854808	327032
2078	855224	326622
2079	855688	326231
2080	856089	325815
2081	856509	325407
2082	856973	325016
2083	857543	324665
2084	857952	324252
2085	858306	323819
2086	858726	323411
2087	859135	322998
2088	859529	322580
2089	859964	322177
2090	860382	321769
2091	860823	321368
2092	861239	320958
2093	861700	320565
2094	862107	320152
2095	862574	319761
2096	863033	319367
2097	863417	318945
2098	863829	318534
2099	864217	318114
2100	864633	317704
2101	865103	317314
2102	865465	316884
2103	865862	316467
2104	866139	316007
2105	866472	315567
2106	866984	315192
2107	867407	314785
2108	867866	314390
2109	868224	313959
2110	868567	313523
2111	868956	313103
2112	869329	312678
2113	869740	312267
2114	870156	311857
2115	870694	311491
2116	871149	311095
2117	871586	310693
2118	872010	310285
2119	872436	309879
2120	872913	309491
2121	873356	309090
2122	874024	308769
2123	874449	308362
2124	874877	307956
2125	875286	307544
2126	875771	307158
2127	876196	306751
2128	876609	306339
2129	877040	305934
2130	877457	305525
2131	877806	305091
2132	878196	304672
2133	878621	304264
2134	879078	303868
2135	879527	303469
2136	879948	303061
2137	880340	302642
2138	880810	302250
2139	881208	301834
2140	881627	301425
2141	882060	301020
2142	882438	300597
2143	882867	300191
2144	883248	299769
2145	883697	299369
2146	884127	298964
2147	884515	298544
2148	884970	298147
2149	885449	297758
2150	885926	297368
2151	886308	296946
2152	886799	296561
2153	887243	296159
2154	887710	295766
2155	888106	295349
2156	888528	294940
2157	888920	294521
2158	889271	294089
2159	889624	293658
2160	890042	293248
2161	890453	292836
2162	890971	292459
2163	891416	292058
2164	891875	291661
2165	892285	291249
2166	892690	290835
2167	893147	290437
2168	893523	290014
2169	893925	289598
2170	894333	289185
2171	894746	288773
2172	895122	288350
2173	895515	287932
2174	895951	287528
2175	896377	287120
2176	896780	286705
2177	897163	286284
2178	897573	285872
2179	898011	285468
2180	898414	285054
2181	898854	284650
2182	899222	284225
2183	899620	283809
2184	900046	283401
2185	900388	282967
2186	900846	282569
2187	901286	282166
2188	901830	281796
2189	902286	281397
2190	902771	281008
2191	903223	280609
2192	903843	280261
2193	904383	279888
2194	904852	279494
2195	905453	279140
2196	905953	278754
2197	906471	278375
2198	906997	277997
2199	907494	277610
2200	908015	277231
2201	908434	276820
2202	908967	276445
2203	909581	276093
2204	910019	275688
2205	910420	275272
2206	910848	274864
2207	911278	274456
2208	911679	274040
2209	912029	273608
2210	912399	273183
2211	912796	272765
2212	913275	272373
2213	913662	271952
2214	914076	271540
2215	914458	271118
2216	914828	270693
2217	915435	270338
2218	916151	270014
2219	916679	269635
2220	917093	269223
2221	917431	268788
2222	917853	268378
2223	918595	268061
2224	919075	267667
2225	919537	267268
2226	920126	266907
2227	920569	266502
2228	921072	266115
2229	921508	265708
2230	922014	265322
2231	922432	264910
2232	922979	264535
2233	923436	264134
2234	923861	263724
2235	924281	263312
2236	924754	262916
2237	925202	262512
2238	925640	262106
2239	926072	261698
2240	926575	261310
2241	927047	260912
2242	927439	260493
2243	927918	260098
2244	928329	259684
2245	928703	259259
2246	929120	258847
2247	929524	258430
2248	929988	258031
2249	930337	257600
2250	930720	257178
2251	931158	256771
2252	931576	256359
2253	932041	255959
2254	932428	255539
2255	932877	255135
2256	933334	254733
2257	933743	254318
2258	934149	253903
2259	934544	253484
2260	934963	253072
2261	935417	252670
2262	935835	252257
2263	936330	251866
2264	936795	251466
2265	937348	251090
2266	937820	250692
2267	938272	250288
2268	938667	249870
2269	939108	249463
2270	939474	249037
2271	939899	248626
2272	940310	248212
2273	940732	247800
2274	941204	247402
2275	941581	246979
2276	942011	246569
2277	942488	246172
2278	942957	245773
2279	943398	245366
2280	943802	244950
2281	944235	244541
2282	944697	244139
2283	945148	243735
2284	945527	243312
2285	945962	242904
2286	946357	242486
2287	946769	242071
2288	947114	241640
2289	947518	241224
2290	947915	240806
2291	948352	240398
2292	948791	239990
2293	949163	239566
2294	949568	239150
2295	949987	238738
2296	950460	238339
2297	950890	237929
2298	951306	237516
2299	951739	237107
2300	952186	236701
2301	952491	236260
2302	952815	235825
2303	953391	235451
2304	953781	235031
2305	954215	234622
2306	954638	234211
2307	955027	233791
2308	955423	233373
2309	955756	232939
2310	956212	232536
2311	956603	232117
2312	957038	231708
2313	957435	231290
2314	957794	230863
2315	958234	230456
2316	958639	230040
2317	959033	229621
2318	959438	229205
2319	959890	228801
2320	960329	228393
2321	960710	227972
2322	961182	227572
2323	961563	227150
2324	962002	226743
2325	962415	226329
2326	962840	225917
2327	963343	225525
2328	963790	225119
2329	964284	224723
2330	964687	224307
2331	965201	223916
2332	965687	223519
2333	966207	223130
2334	966638	222720
2335	967132	222324
2336	967591	221920
2337	968027	221511
2338	968468	221103
2339	968890	220691
2340	969299	220276
2341	969689	219857
2342	970113	219445
2343	970567	219040
2344	970976	218625
2345	971441	218222
2346	971883	217814
2347	972308	217402
2348	972733	216991
2349	973082	216562
2350	973514	216152
2351	973929	215738
2352	974336	215323
2353	974721	214902
2354	975169	214495
2355	975590	214083
2356	975989	213665
2357	976380	213246
2358	976767	212826
2359	977281	212434
2360	977669	212014
2361	978040	211591
2362	978485	211183
2363	978885	210766
2364	979321	210357
2365	979700	209935
2366	980071	209512
2367	980569	209116
2368	981074	208721
2369	981694	208351
2370	982185	207953
2371	982656	207550
2372	983124	207148
2373	983639	206754
2374	984111	206352
2375	984554	205944
2376	984981	205532
2377	985473	205134
2378	985911	204724
2379	986392	204324
2380	986851	203918
2381	987349	203521
2382	987784	203111
2383	988202	202697
2384	988671	202294
2385	989030	201868
2386	989437	201452
2387	989841	201035
2388	990324	200635
2389	990862	200245
2390	991339	199843
2391	991736	199425
2392	992225	199025
2393	992751	198633
2394	993241	198233
2395	993781	197843
2396	994321	197453
2397	994800	197051
2398	995288	196651
2399	995722	196240
2400	996134	195824
2401	996600	195419
2402	997054	195012
2403	997518	194607
2404	997934	194192
2405	998402	193787
2406	998817	193373
2407	999232	192958
2408	999700	192553
2409	1000153	192145
2410	1000563	191729
2411	1000930	191305
2412	1001431	190906
2413	1001869	190496
2414	1002268	190078
2415	1002694	189665
2416	1003079	189244
2417	1003564	188842
2418	1003924	188417
2419	1004276	187990
2420	1004749	187586
2421	1005187	187175
2422	1005614	186762
2423	1006035	186348
2424	1006539	185950
2425	1006955	185535
2426	1007414	185128
2427	1007850	184717
2428	1008236	184296
2429	1008718	183893
2430	1009139	183479
2431	1009559	183065
2432	1009961	182648
2433	1010419	182240
2434	1010783	181816
2435	1011228	181406
2436	1011762	181012
2437	1012211	180603
2438	1012646	180192
2439	1013098	179783
2440	1013550	179374
2441	1013950	178956
2442	1014394	178546
2443	1014789	178127
2444	1015210	177713
2445	1015636	177300
2446	1016010	176877
2447	1016406	176459
2448	1016814	176043
2449	1017164	175616
2450	1017675	175217
2451	1018056	174796
2452	1018341	174359
2453	1018619	173920
2454	1018927	173487
2455	1019330	173070
2456	1019754	172656
2457	1020164	172241
2458	1020626	171833
2459	1020993	171410
2460	1021401	170994
2461	1021980	170606
2462	1022468	170203
2463	1023000	169808
2464	1023454	169399
2465	1023876	168985
2466	1024314	168573
2467	1024714	168156
2468	1025116	167738
2469	1025602	167335
2470	1026011	166918
2471	1026446	166506
2472	1026833	166087
2473	1027254	165672
2474	1027672	165258
2475	1028078	164841
2476	1028494	164426
2477	1028881	164006
2478	1029319	163594
2479	1029746	163181
2480	1030188	162770
2481	1030614	162357
2482	1030990	161935
2483	1031405	161520
2484	1031940	161123
2485	1032353	160708
2486	1032730	160287
2487	1033099	159864
2488	1033566	159457
2489	1033984	159042
2490	1034408	158628
2491	1034852	158217
2492	1035324	157811
2493	1035797	157404
2494	1036100	156972
2495	1036476	156551
2496	1036858	156130
2497	1037237	155710
2498	1037610	155288
2499	1037981	154866
2500	1038331	154441
2501	1038802	154035
2502	1039214	153619
2503	1039696	153214
2504	1040164	152806
2505	1040624	152397
2506	1041047	151983
2507	1041445	151566
2508	1041875	151152
2509	1042258	150733
2510	1042702	150321
2511	1043104	149904
2512	1043499	149486
2513	1043921	149072
2514	1044251	148644
2515	1044652	148227
2516	1045040	147808
2517	1045417	147388
2518	1045800	146968
2519	1046319	146567
2520	1046782	146159
2521	1047180	145741
2522	1047615	145329
2523	1048018	144912
2524	1048388	144490
2525	1048806	144075
2526	1049184	143655
2527	1049648	143247
2528	1050014	142825
2529	1050391	142404
2530	1050794	141987
2531	1051202	141571
2532	1051659	141162
2533	1052109	140751
2534	1052489	140331
2535	1052935	139920
2536	1053384	139510
2537	1053911	139109
2538	1054356	138698
2539	1054796	138286
2540	1055249	137875
2541	1055750	137471
2542	1056183	137058
2543	1056645	136649
2544	1057215	136254
2545	1057684	135845
2546	1058147	135436
2547	1058627	135029
2548	1059077	134617
2549	1059557	134210
2550	1060023	133801
2551	1060458	133388
2552	1060878	132973
2553	1061281	132556
2554	1061699	132141
2555	1062081	131721
2556	1062465	131301
2557	1062876	130885
2558	1063338	130476
2559	1063784	130064
2560	1064174	129645
2561	1064573	129228
2562	1065011	128815
2563	1065429	128400
2564	1065795	127978
2565	1066156	127556
2566	1066518	127134
2567	1066974	126723
2568	1067388	126308
2569	1067829	125895
2570	1068261	125482
2571	1068832	125085
2572	1069214	124665
2573	1069655	124252
2574	1070112	123842
2575	1070529	123426
2576	1070942	123010
2577	1071345	122593
2578	1071822	122185
2579	1072233	121769
2580	1072616	121349
2581	1073068	120938
2582	1073499	120524
2583	1073959	120113
2584	1074367	119697
2585	1074791	119282
2586	1075158	118861
2587	1075566	118445
2588	1075993	118030
2589	1076372	117611
2590	1076796	117196
2591	1077193	116779
2592	1077564	116358
2593	1078013	115946
2594	1078388	115526
2595	1078800	115110
2596	1079208	114694
2597	1079628	114279
2598	1080093	113869
2599	1080526	113455
2600	1080977	113043
2601	1081392	112627
2602	1081937	112225
2603	1082450	111819
2604	1082881	111405
2605	1083280	110988
2606	1083883	110591
2607	1084409	110187
2608	1084877	109776
2609	1085377	109369
2610	1085847	108959
2611	1086264	108543
2612	1086660	108125
2613	1087152	107717
2614	1087605	107304
2615	1088063	106893
2616	1088497	106478
2617	1089018	106073
2618	1089527	105666
2619	1090006	105256
2620	1090427	104840
2621	1090848	104425
2622	1091299	104012
2623	1091792	103603
2624	1092273	103193
2625	1092698	102778
2626	1093163	102367
2627	1093564	101949
2628	1094012	101536
2629	1094383	101116
2630	1094804	100700
2631	1095255	100287
2632	1095666	99870
2633	1096158	99461
2634	1096588	99046
2635	1097114	98640
2636	1097597	98230
2637	1098060	97818
2638	1098591	97412
2639	1099163	97009
2640	1099810	96613
2641	1100436	96215
2642	1101029	95814
2643	1101567	95408
2644	1102096	95001
2645	1102551	94587
2646	1103013	94174
2647	1103531	93766
2648	1104020	93356
2649	1104420	92938
2650	1104880	92524
2651	1105330	92110
2652	1105718	91691
2653	1106157	91276
2654	1106560	90858
2655	1107046	90447
2656	1107475	90031
2657	1107906	89616
2658	1108364	89202
2659	1108733	88782
2660	1109180	88367
2661	1109643	87954
2662	1110193	87548
2663	1110649	87134
2664	1111216	86729
2665	1111637	86312
2666	1112062	85896
2667	1112528	85482
2668	1113001	85070
2669	1113363	84648
2670	1113797	84233
2671	1114271	83820
2672	1114713	83405
2673	1115202	82993
2674	1115614	82576
2675	1116124	82166
2676	1116581	81751
2677	1117049	81338
2678	1117491	80923
2679	1117918	80506
2680	1118357	80091
2681	1118787	79675
2682	1119140	79253
2683	1119506	78832
2684	1119951	78417
2685	1120377	78000
2686	1120835	77586
2687	1121279	77171
2688	1121714	76755
2689	1122156	76340
2690	1122542	75920
2691	1122908	75500
2692	1123325	75083
2693	1123692	74662
2694	1124136	74247
2695	1124559	73830
2696	1124993	73414
2697	1125482	73002
2698	1126325	72612
2699	1126746	72195
2700	1127206	71780
2701	1127705	71368
2702	1128117	70950
2703	1128495	70530
2704	1128925	70114
2705	1129509	69707
2706	1129935	69290
2707	1130435	68878
2708	1131097	68475
2709	1131537	68059
2710	1131943	67641
2711	1132324	67221
2712	1132727	66802
2713	1133178	66387
2714	1133595	65969
2715	1134030	65553
2716	1134399	65132
2717	1134799	64714
2718	1135291	64301
2719	1135723	63884
2720	1136178	63468
2721	1136560	63049
2722	1137035	62635
2723	1137548	62222
2724	1137976	61805
2725	1138420	61389
2726	1138860	60973
2727	1139272	60555
2728	1139676	60136
2729	1140026	59715
2730	1140456	59298
2731	1140868	58880
2732	1141250	58461
2733	1141645	58042
2734	1142098	57626
2735	1142580	57212
2736	1143001	56795
2737	1143450	56379
2738	1143906	55963
2739	1144360	55547
2740	1144803	55131
2741	1145251	54714
2742	1145670	54297
2743	1146056	53878
2744	1146496	53461
2745	1146933	53044
2746	1147354	52627
2747	1147741	52208
2748	1148154	51790
2749	1148603	51373
2750	1149027	50956
2751	1149508	50541
2752	1149976	50126
2753	1150441	49710
2754	1150883	49293
2755	1151260	48874
2756	1151594	48453
2757	1151982	48034
2758	1152380	47615
2759	1152785	47197
2760	1153200	46779
2761	1153592	46360
2762	1153992	45942
2763	1154404	45524
2764	1154790	45105
2765	1155214	44688
2766	1155676	44272
2767	1156138	43856
2768	1156660	43442
2769	1157075	43024
2770	1157533	42608
2771	1157967	42191
2772	1158540	41779
2773	1158924	41360
2774	1159382	40943
2775	1159820	40526
2776	1160206	40107
2777	1160589	39688
2778	1161412	39284
2779	1162015	38873
2780	1162460	38456
2781	1162843	38036
2782	1163190	37616
2783	1163601	37198
2784	1163972	36779
2785	1164308	36358
2786	1164678	35939
2787	1165274	35526
2788	1165966	35116
2789	1166492	34702
2790	1166959	34285
2791	1167574	33873
2792	1168046	33456
2793	1168503	33039
2794	1168923	32621
2795	1169411	32204
2796	1169936	31789
2797	1170488	31374
2798	1170990	30958
2799	1171557	30544
2800	1172000	30126
2801	1172509	29710
2802	1173037	29294
2803	1173515	28877
2804	1173917	28458
2805	1174452	28042
2806	1174911	27625
2807	1175367	27207
2808	1175822	26789
2809	1176237	26371
2810	1176699	25953
2811	1177163	25535
2812	1177634	25118
2813	1178019	24699
2814	1178531	24282
2815	1178959	23863
2816	1179404	23445
2817	1179787	23026
2818	1180194	22607
2819	1180642	22189
2820	1181088	21771
2821	1181523	21352
2822	1181908	20933
2823	1182381	20515
2824	1182883	20098
2825	1183389	19681
2826	1183831	19262
2827	1184303	18845
2828	1184749	18426
2829	1185163	18007
2830	1185663	17590
2831	1186135	17172
2832	1186645	16754
2833	1187040	16335
2834	1187452	15916
2835	1187944	15498
2836	1188367	15079
2837	1188763	14660
2838	1189180	14241
2839	1189665	13823
2840	1190301	13407
2841	1190776	12988
2842	1191236	12570
2843	1191726	12151
2844	1192190	11733
2845	1192684	11314
2846	1193113	10896
2847	1193582	10477
2848	1194006	10058
2849	1194477	9639
2850	1195210	9222
2851	1195695	8804
2852	1196117	8384
2853	1196585	7966
2854	1197023	7546
2855	1197482	7127
2856	1197956	6708
2857	1198379	6289
2858	1198799	5870
2859	1199242	5451
2860	1199730	5032
2861	1200115	4612
2862	1200568	4193
2863	1201026	3774
2864	1201497	3354
2865	1202049	2935
2866	1202530	2516
2867	1203040	2097
2868	1203473	1677
2869	1203952	1258
2870	1204513	839
2871	1205026	419
2872	1205558	0
